30-Nov-2017 04:40:11 Inf -Inf 0.0000
30-Nov-2017 04:41:16 0.6046 -0.3023 0.8330
30-Nov-2017 04:45:08 0.5895 -0.2947 0.8405
30-Nov-2017 04:47:25 0.6980 -0.3490 0.7838
